taxonKey,vernacularName,language,country,source,sourceTaxonKey,area,preferred
1934693,Sleutelbloemvlinder,nld,NA,Catalogue of the Lepidoptera of Belgium,148711553,NA,NA
1934693,Sleutelbloemvlinder,nld,NA,EUNIS Biodiversity Database,101109179,NA,NA
1934693,sleutelbloemvlinder,nld,BE,Belgian Species List,100449629,NA,NA
1934693,Sleutelbloemvlinder,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,124576472,NA,TRUE
1938214,Koningspage,nld,NA,EUNIS Biodiversity Database,101132414,NA,NA
1938214,Koningspage,nld,NA,Catalogue of the Lepidoptera of Belgium,148711190,NA,NA
1938214,koningspage,nld,BE,Belgian Species List,100464901,NA,NA
1938214,Koningspage,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,124601227,NA,TRUE
1936969,Pijpbloemapollo,nld,NA,EUNIS Biodiversity Database,100925494,NA,NA
1938810,Apollovlinder,nld,NA,EUNIS Biodiversity Database,101186500,NA,NA
1938810,apollovlinder,nld,BE,Belgian Species List,100464924,NA,NA
1938810,Apollovlinder,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152462229,NA,TRUE
1938520,Zwarte apollovlinder,nld,NA,EUNIS Biodiversity Database,101186503,NA,NA
1938955,Kleine apollovlinder,nld,NA,EUNIS Biodiversity Database,101186504,NA,NA
5141297,Spaanse pijpbloemvlinder,nld,NA,EUNIS Biodiversity Database,101253704,NA,NA
5141288,Kretapijpbloemvlinder,nld,NA,EUNIS Biodiversity Database,101253700,NA,NA
5141262,Zuidelijke pijpbloemvlinder,nld,NA,EUNIS Biodiversity Database,101253703,NA,NA
5141291,Oostelijke pijpbloemvlinder,nld,NA,EUNIS Biodiversity Database,101253699,NA,NA
1938050,Corsicaanse koninginnepage,nld,NA,EUNIS Biodiversity Database,101183704,NA,NA
8225376,Koninginnenpage,nld,NA,Catalogue of the Lepidoptera of Belgium,148710559,NA,NA
8225376,Koninginnepage,nld,NA,EUNIS Biodiversity Database,101183719,NA,NA
8225376,"koninginnenpage, koninginnepage",nld,BE,Belgian Species List,100464914,NA,NA
8225376,Koninginnenpage,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152462221,NA,TRUE
8225376,Koninginnepage,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152462221,NA,FALSE
1938131,Zuidelijke koninginnepage,nld,NA,EUNIS Biodiversity Database,101183649,NA,NA
1920218,Groot geaderd witje,nld,NA,Catalogue of the Lepidoptera of Belgium,148708126,NA,NA
1920218,Groot geaderd witje,nld,NA,EUNIS Biodiversity Database,100921341,NA,NA
1920218,groot geaderd witje,nld,BE,Belgian Species List,100464959,NA,NA
1920218,Groot geaderd witje,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,124600284,NA,TRUE
1920707,Bestoven citroenvlinder,nld,NA,EUNIS Biodiversity Database,101102503,NA,NA
1920712,Citroenvlinder,nld,NA,Catalogue of the Lepidoptera of Belgium,148706993,NA,NA
1920712,Citroenvlinder,nld,NA,EUNIS Biodiversity Database,101102510,NA,NA
1920712,citroenvlinder,nld,BE,Belgian Species List,100465022,NA,NA
1920712,Citroenvlinder,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152461414,NA,TRUE
1920709,Cleopatra,nld,NA,EUNIS Biodiversity Database,101102499,NA,NA
1920395,Vals oranjetipje,nld,NA,EUNIS Biodiversity Database,101024180,NA,NA
1920259,Oostelijk resedawitje,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152461402,NA,TRUE
1920247,Klein resedawitje,nld,NA,EUNIS Biodiversity Database,101201065,NA,NA
1920237,Bergresedawitje,nld,NA,EUNIS Biodiversity Database,101201064,NA,NA
1920258,Resedawitje,nld,NA,Catalogue of the Lepidoptera of Belgium,148709922,NA,NA
1920258,resedawitje,nld,BE,Belgian Species List,100465078,NA,NA
1920258,Resedawitje,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152461406,NA,TRUE
1919706,Zwavelig oranjetipje,nld,NA,EUNIS Biodiversity Database,100909607,NA,NA
1919712,Oranjetipje,nld,NA,EUNIS Biodiversity Database,100909594,NA,NA
1919712,Oranjetipje,nld,NA,Catalogue of the Lepidoptera of Belgium,148708787,NA,NA
1919712,oranjetipje,nld,BE,Belgian Species List,100464943,NA,NA
1919712,Oranjetipje,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152461410,NA,TRUE
1919716,Oostelijk oranjetipje,nld,NA,EUNIS Biodiversity Database,100909599,NA,NA
1919698,Geel oranjetipje,nld,NA,EUNIS Biodiversity Database,100909602,NA,NA
7981372,Westelijk marmerwitje,nld,NA,Catalogue of the Lepidoptera of Belgium,148706752,NA,NA
7981372,Westelijk marmerwitje,nld,NA,EUNIS Biodiversity Database,101080550,NA,NA
1919325,Corsicaans marmerwitje,nld,NA,EUNIS Biodiversity Database,101080552,NA,NA
1919333,Gestreept marmerwitje,nld,NA,EUNIS Biodiversity Database,101080541,NA,NA
1919330,Bergmarmerwitje,nld,NA,EUNIS Biodiversity Database,101080560,NA,NA
4535286,Groen marmerwitje,nld,NA,EUNIS Biodiversity Database,101080548,NA,NA
1919320,Oostelijk marmerwitje,nld,NA,EUNIS Biodiversity Database,101080537,NA,NA
1919317,Klein marmerwitje,nld,NA,EUNIS Biodiversity Database,101080562,NA,NA
4535289,Geel marmerwitje,nld,NA,EUNIS Biodiversity Database,101080557,NA,NA
5804895,Cryptisch boswitje,nld,NA,Catalogue of the Lepidoptera of Belgium,148711029,NA,NA
5804895,Cryptisch boswitje,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152461386,NA,TRUE
5137902,Zwartsprietboswitje,nld,NA,EUNIS Biodiversity Database,101141389,NA,NA
5137915,verborgen boswitje,nld,BE,Belgian Species List,100465035,NA,NA
5137915,Verborgen boswitje,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,124600216,NA,TRUE
5137903,Boswitje,nld,NA,Catalogue of the Lepidoptera of Belgium,148711028,NA,NA
5137903,boswitje,nld,BE,Belgian Species List,100465039,NA,NA
5137903,Boswitje,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152461396,NA,TRUE
1919966,Zuidelijk oranjetipje,nld,NA,EUNIS Biodiversity Database,101253448,NA,NA
1920512,Wedewitje,nld,NA,EUNIS Biodiversity Database,101194989,NA,NA
1920502,Schildzaadwitje,nld,NA,EUNIS Biodiversity Database,101194991,NA,NA
4535307,Berg geaderd witje,nld,NA,EUNIS Biodiversity Database,101194985,NA,NA
1920491,Scheefbloemwitje,nld,NA,Catalogue of the Lepidoptera of Belgium,148710338,NA,NA
1920491,Scheefbloemwitje,nld,NA,EUNIS Biodiversity Database,101194992,NA,NA
1920491,Scheefbloemwitje,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152461420,NA,TRUE
1920498,Balkan geaderd witje,nld,NA,EUNIS Biodiversity Database,101194980,NA,NA
1920494,Klein geaderd witje,nld,NA,EUNIS Biodiversity Database,101194994,NA,NA
1920494,Klein geaderd witje,nld,NA,Catalogue of the Lepidoptera of Belgium,148710337,NA,NA
1920494,klein geaderd witje,nld,BE,Belgian Species List,100465060,NA,NA
1920494,Klein geaderd witje,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,124600343,NA,TRUE
1920496,Klein koolwitje,nld,NA,Catalogue of the Lepidoptera of Belgium,148710340,NA,NA
1920496,Klein koolwitje,nld,NA,EUNIS Biodiversity Database,101194995,NA,NA
1920496,klein koolwitje,nld,BE,Belgian Species List,100465067,NA,NA
1920496,Klein koolwitje,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,124600341,NA,TRUE
1920506,Groot koolwitje,nld,NA,Catalogue of the Lepidoptera of Belgium,148710339,NA,NA
1920506,Groot koolwitje,nld,NA,EUNIS Biodiversity Database,101194982,NA,NA
1920506,groot koolwitje,nld,BE,Belgian Species List,100465052,NA,NA
1920506,Groot koolwitje,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,124600338,NA,TRUE
5137578,Oostelijke luzernevlinder,nld,NA,EUNIS Biodiversity Database,101023303,NA,NA
5137695,Bergluzernevlinder,nld,NA,EUNIS Biodiversity Database,101023325,NA,NA
8203812,Zuidelijke luzernevlinder,nld,NA,EUNIS Biodiversity Database,101023286,NA,NA
8203812,Zuidelijke luzernevlinder,nld,NA,Catalogue of the Lepidoptera of Belgium,148707213,NA,NA
8203812,zuidelijke luzernevlinder,nld,BE,Belgian Species List,100464972,NA,NA
8203812,Zuidelijke luzernevlinder,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,124600270,NA,TRUE
5137668,Balkanbremvlinder,nld,NA,EUNIS Biodiversity Database,101023294,NA,NA
5137706,Gele luzernevlinder,nld,NA,EUNIS Biodiversity Database,101023311,NA,NA
5137706,Gele luzernevlinder,nld,NA,Catalogue of the Lepidoptera of Belgium,148707217,NA,NA
5137706,gele luzernevlinder,nld,BE,Belgian Species List,100465003,NA,NA
5137706,Gele luzernevlinder,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,124600269,NA,TRUE
5137677,Steppeluzernevlinder,nld,NA,EUNIS Biodiversity Database,101023298,NA,NA
5137677,steppeluzernevlinder,nld,BE,Belgian Species List,100464987,NA,NA
5137677,Steppeluzernevlinder,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152461373,NA,TRUE
5137708,Bremvlinder,nld,NA,EUNIS Biodiversity Database,101023317,NA,NA
5137582,Veenluzernevlinder,nld,NA,Catalogue of the Lepidoptera of Belgium,148707218,NA,NA
5137582,Veenluzernevlinder,nld,NA,EUNIS Biodiversity Database,101023322,NA,NA
5137582,"veengeeltje, veenluzernevlinder",nld,BE,Belgian Species List,100465011,NA,NA
5137582,Veengeeltje,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152461383,NA,TRUE
5137582,Veenluzernevlinder,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152461383,NA,FALSE
5137595,Noordse luzernevlinder,nld,NA,EUNIS Biodiversity Database,101023307,NA,NA
5137682,Griekse luzernevlinder,nld,NA,EUNIS Biodiversity Database,101023289,NA,NA
5137612,Oranje luzernevlinder,nld,NA,Catalogue of the Lepidoptera of Belgium,148707215,NA,NA
5137612,Oranje luzernevlinder,nld,NA,EUNIS Biodiversity Database,101023300,NA,NA
5137612,oranje luzernevlinder,nld,BE,Belgian Species List,100464995,NA,NA
5137612,Oranje luzernevlinder,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152461370,NA,TRUE
1896841,Koevinkje,nld,NA,Catalogue of the Lepidoptera of Belgium,148708093,NA,NA
1896841,Koevinkje,nld,NA,EUNIS Biodiversity Database,100914979,NA,NA
1896841,koevinkje,nld,BE,Belgian Species List,100464097,NA,NA
1896841,Koevinkje,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152462132,NA,TRUE
1896957,Pasja,nld,NA,EUNIS Biodiversity Database,101002802,NA,NA
1902533,Landkaartje,nld,NA,Catalogue of the Lepidoptera of Belgium,148708148,NA,NA
1902533,Landkaartje,nld,NA,EUNIS Biodiversity Database,100924806,NA,NA
1902533,landkaartje,nld,BE,Belgian Species List,100464109,NA,NA
1902533,Landkaartje,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152462164,NA,TRUE
1893137,Oranje steppevlinder,nld,NA,EUNIS Biodiversity Database,100926427,NA,NA
1893137,Oranje steppevlinder,nld,NA,Catalogue of the Lepidoptera of Belgium,148708185,NA,NA
1893137,oranje steppevlinder,nld,BE,Belgian Species List,100464120,NA,NA
1893137,Oranje steppevlinder,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152462146,NA,TRUE
1909838,Snuitvlinder,nld,NA,EUNIS Biodiversity Database,101144532,NA,NA
7988274,Zuidelijk oranje zandoogje,nld,NA,EUNIS Biodiversity Database,101210624,NA,NA
8404037,Spaans oranje zandoogje,nld,NA,EUNIS Biodiversity Database,101210623,NA,NA
7622059,Oranje zandoogje,nld,NA,EUNIS Biodiversity Database,101210626,NA,NA
7622059,Oranje zandoogje,nld,NA,Catalogue of the Lepidoptera of Belgium,148710098,NA,NA
7622059,oranje zandoogje,nld,BE,Belgian Species List,100464561,NA,NA
7622059,Oranje zandoogje,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152462114,NA,TRUE
4535510,Blauwoogvlinder,nld,NA,EUNIS Biodiversity Database,101161217,NA,NA
8208583,Grauw zandoogje,nld,NA,EUNIS Biodiversity Database,101128594,NA,NA
1906552,Zuidelijk grauw zandoogje,nld,NA,EUNIS Biodiversity Database,101128592,NA,NA
4535445,Tsarenmantel,nld,NA,EUNIS Biodiversity Database,100926978,NA,NA
7810861,Kardinaalsmantel (Pandora),nld,NA,EUNIS Biodiversity Database,100926987,NA,NA
1909398,Keizersmantel,nld,NA,Catalogue of the Lepidoptera of Belgium,148708244,NA,NA
1909398,Keizersmantel,nld,NA,EUNIS Biodiversity Database,100926991,NA,NA
1909398,keizersmantel,nld,BE,Belgian Species List,100464161,NA,NA
1909398,Keizersmantel,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152462209,NA,TRUE
1898521,Zuidelijke aurelia,nld,NA,EUNIS Biodiversity Database,101200045,NA,NA
1898544,Gehakkelde aurelia,nld,NA,EUNIS Biodiversity Database,101200044,NA,NA
1898544,Gehakkelde aurelia,nld,NA,Catalogue of the Lepidoptera of Belgium,148709937,NA,NA
1898544,gehakkelde aurelia,nld,BE,Belgian Species List,100464551,NA,NA
1898544,Gehakkelde aurelia,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152462194,NA,TRUE
4535614,Boszandoog,nld,NA,Catalogue of the Lepidoptera of Belgium,148711107,NA,NA
4535614,Boszandoog,nld,NA,EUNIS Biodiversity Database,101148677,NA,NA
4535614,boszandoog,nld,BE,Belgian Species List,100464434,NA,NA
4535614,Boszandoog,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152462181,NA,TRUE
6221746,Grote parelmoervlinder,nld,NA,Catalogue of the Lepidoptera of Belgium,148708241,NA,NA
6221746,Grote parelmoervlinder,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152462211,NA,TRUE
4535620,Grote schaduwzandoog,nld,NA,EUNIS Biodiversity Database,101136093,NA,NA
4535583,Heremiet,nld,NA,EUNIS Biodiversity Database,101003670,NA,NA
4535583,Heremiet,nld,NA,Catalogue of the Lepidoptera of Belgium,148708035,NA,NA
4535580,Bonte heremiet,nld,NA,EUNIS Biodiversity Database,101003678,NA,NA
4535809,Moerasparelmoervlinder,nld,NA,Catalogue of the Lepidoptera of Belgium,148706712,NA,NA
4535809,Moerasparelmoervlinder,nld,NA,EUNIS Biodiversity Database,101084412,NA,NA
4535809,moerasparelmoervlinder,nld,BE,Belgian Species List,100464312,NA,NA
4535809,Moerasparelmoervlinder,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,124600882,NA,TRUE
4535817,Roodbonte parelmoervlinder,nld,NA,Catalogue of the Lepidoptera of Belgium,148706711,NA,NA
4535817,Roodbonte parelmoervlinder,nld,NA,EUNIS Biodiversity Database,101084425,NA,NA
4535807,Geelbonte parelmoervlinder,nld,NA,EUNIS Biodiversity Database,101084420,NA,NA
4535822,Oranjebonte parelmoervlinder,nld,NA,EUNIS Biodiversity Database,101084423,NA,NA
4535819,Mozaiekparelmoervlinder,nld,NA,EUNIS Biodiversity Database,101084418,NA,NA
4535804,Witbonte parelmoervlinder,nld,NA,EUNIS Biodiversity Database,101084416,NA,NA
8049830,Bont zandoogje,nld,NA,Catalogue of the Lepidoptera of Belgium,148710599,NA,NA
8049830,Bont zandoogje,nld,NA,EUNIS Biodiversity Database,101185485,NA,NA
8049830,bont zandoogje,nld,BE,Belgian Species List,100464542,NA,NA
8049830,Bont zandoogje,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152462111,NA,TRUE
9714195,Braamparelmoervlinder,nld,NA,Catalogue of the Lepidoptera of Belgium,148708451,NA,NA
9714195,Braamparelmoervlinder,nld,NA,EUNIS Biodiversity Database,100964497,NA,NA
9714195,Braamparelmoervlinder,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152462168,NA,TRUE
1902749,Purperstreepparelmoervlinder,nld,NA,Catalogue of the Lepidoptera of Belgium,148708452,NA,NA
1902749,Purperstreepparelmoervlinder,nld,NA,EUNIS Biodiversity Database,100964509,NA,NA
1902749,purperstreepparelmoervlinder,nld,BE,Belgian Species List,100464216,NA,NA
1902749,Purperstreepparelmoervlinder,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152462169,NA,TRUE
8189761,Dubbelstipparelmoervlinder,nld,NA,EUNIS Biodiversity Database,100964505,NA,NA
5134301,Kleine saterzandoog,nld,NA,EUNIS Biodiversity Database,101217946,NA,NA
8312017,Grote saterzandoog,nld,NA,EUNIS Biodiversity Database,101217953,NA,NA
7642610,Kleine monarchvlinder,nld,NA,EUNIS Biodiversity Database,101044300,NA,NA
5133088,Monarchvlinder,nld,NA,Catalogue of the Lepidoptera of Belgium,148708894,NA,NA
5133088,Monarchvlinder,nld,NA,EUNIS Biodiversity Database,101044303,NA,NA
5133088,monarchvlinder,nld,BE,Belgian Species List,100464274,NA,NA
5133088,Monarchvlinder,nld,NA,Checklist Dutch Caribbean Species Register,181863365,NA,TRUE
5133088,Monarchvlinder,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152462105,NA,TRUE
5133088,Amerikaanse monarch,nld,NA,Checklist Dutch Caribbean Species Register,181863365,NA,FALSE
5131860,Oostelijke weerschijnvlinder,nld,NA,EUNIS Biodiversity Database,100913566,NA,NA
8138711,Kleine weerschijnvlinder,nld,NA,Catalogue of the Lepidoptera of Belgium,148708082,NA,NA
8138711,Kleine weerschijnvlinder,nld,NA,EUNIS Biodiversity Database,100913558,NA,NA
8138711,kleine weerschijnvlinder,nld,BE,Belgian Species List,100464078,NA,NA
8138711,Kleine weerschijnvlinder,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152462171,NA,TRUE
5131910,Grote weerschijnvlinder,nld,NA,Catalogue of the Lepidoptera of Belgium,148708081,NA,NA
5131910,Grote weerschijnvlinder,nld,NA,EUNIS Biodiversity Database,100913561,NA,NA
5131910,grote weerschijnvlinder,nld,BE,Belgian Species List,100464084,NA,NA
5131910,Grote weerschijnvlinder,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152462172,NA,TRUE
1894840,Kleine vos,nld,NA,EUNIS Biodiversity Database,100879038,NA,NA
1894840,Kleine vos,nld,NA,Catalogue of the Lepidoptera of Belgium,148711174,NA,NA
1894840,kleine vos,nld,BE,Belgian Species List,100464066,NA,NA
1894840,Kleine vos,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152462201,NA,TRUE
4535827,Dagpauwoog,nld,NA,Catalogue of the Lepidoptera of Belgium,148711175,NA,NA
4535827,Dagpauwoog,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152462203,NA,TRUE
1905383,Kleine parelmoervlinder,nld,NA,EUNIS Biodiversity Database,101134356,NA,NA
1905383,Kleine parelmoervlinder,nld,NA,Catalogue of the Lepidoptera of Belgium,148711178,NA,NA
1905383,kleine parelmoervlinder,nld,BE,Belgian Species List,100464367,NA,NA
1905383,Kleine parelmoervlinder,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152462174,NA,TRUE
5128357,Baltische toendravlinder,nld,NA,EUNIS Biodiversity Database,101174387,NA,NA
9804158,Pooltoendravlinder,nld,NA,EUNIS Biodiversity Database,101174385,NA,NA
5128323,Noordse toendravlinder,nld,NA,EUNIS Biodiversity Database,101174390,NA,NA
5128297,Gletsjervlinder,nld,NA,EUNIS Biodiversity Database,101174386,NA,NA
5132183,Grote ijsvogelvlinder,nld,NA,EUNIS Biodiversity Database,101144883,NA,NA
5132183,Grote ijsvogelvlinder,nld,NA,Catalogue of the Lepidoptera of Belgium,148711058,NA,NA
5132183,grote ijsvogelvlinder,nld,BE,Belgian Species List,100464414,NA,NA
5132183,Grote ijsvogelvlinder,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152462188,NA,TRUE
8001799,Blauwe ijsvogelvlinder,nld,NA,EUNIS Biodiversity Database,101144884,NA,NA
8001799,blauwe ijsvogelvlinder,nld,BE,Belgian Species List,100464416,NA,NA
8001799,Blauwe ijsvogelvlinder,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,152462184,NA,TRUE
8429428,Kleine ijsvogelvlinder,nld,NA,Catalogue of the Lepidoptera of Belgium,148711059,NA,NA
8429428,Kleine ijsvogelvlinder,nld,NA,EUNIS Biodiversity Database,101144882,NA,NA
8429428,kleine ijsvogelvlinder,nld,BE,Belgian Species List,100464402,NA,NA
8429428,Kleine ijsvogelvlinder,nld,NA,Checklist Dutch Species Register - Nederlands Soortenregister,124600603,NA,TRUE
4535529,Witbandzandoog,nld,NA,EUNIS Biodiversity Database,100964984,NA,NA
