speciesKey	species	iucnRedListCategory	inFlanders	inWallonia	inBrussels	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey
3046890	Sisymbrium officinale	NE	FALSE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Sisymbrium	3046735
3146791	Erigeron canadensis	NE	FALSE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Erigeron	3146588
9500140	Myriocoleopsis minutissima	NE	TRUE	FALSE	FALSE	Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Lejeuneaceae	6118	Myriocoleopsis	2688924
2889011	Rumex obtusifolius	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Polygonaceae	2416	Rumex	2888942
7473187	Draba verna	NE	TRUE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Draba	3049396
3065239	Euphorbia amygdaloides	NE	FALSE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Euphorbia	11397237
2688740	Frullania dilatata	NE	TRUE	TRUE	FALSE	Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Frullaniaceae	2269	Frullania	2688736
3003244	Rosa multiflora	NE	TRUE	TRUE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Rosa	8395064
5389017	Solidago gigantea	NE	TRUE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Solidago	5388868
2684709	Juniperus communis	LC	TRUE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Pinopsida	194	Pinales	640	Cupressaceae	8144	Juniperus	2684359
3146791	Erigeron canadensis	NE	TRUE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Erigeron	3146588
3054368	Juglans regia	LC	TRUE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Juglandaceae	2499	Juglans	3054350
3034922	Foeniculum vulgare	NE	TRUE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Apiales	1351	Apiaceae	6720	Foeniculum	10704390
5298765	Iris foetidissima	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Iridaceae	7698	Iris	2748017
3021730	Prunus cerasifera	DD	TRUE	TRUE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Prunus	3020559
2928751	Datura stramonium	NE	TRUE	TRUE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Solanaceae	7717	Datura	2928734
3172291	Ligustrum ovalifolium	LC	TRUE	TRUE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Oleaceae	6652	Ligustrum	3172289
5333294	Castanea sativa	LC	TRUE	TRUE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Castanea	2882140
3034830	Heracleum sphondylium	NE	TRUE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Apiales	1351	Apiaceae	6720	Heracleum	3034824
2688969	Plagiochila porelloides	NE	FALSE	TRUE	FALSE	Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Plagiochilaceae	2278	Plagiochila	2688968
3093702	Hypochaeris radicata	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Hypochaeris	3093681
3082234	Cornus sanguinea	NE	FALSE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Cornales	949	Cornaceae	6713	Cornus	3082226
3026162	Cotoneaster franchetii	NE	FALSE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Cotoneaster	3025563
5289756	Phalaris arundinacea	LC	FALSE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Phalaris	2703277
3033865	Mahonia aquifolium	NE	TRUE	TRUE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Berberidaceae	6673	Mahonia	3033842
2650617	Asplenium ceterach	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Aspleniaceae	6625	Asplenium	2650583
2876213	Alnus glutinosa	LC	TRUE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Betulaceae	4688	Alnus	2876099
7736011	Claytonia perfoliata	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Montiaceae	4898338	Claytonia	3084729
4280646	Streblotrichum convolutum	NE	TRUE	FALSE	FALSE	Plantae	6	Bryophyta	35	Bryopsida	327	Pottiales	621	Pottiaceae	4671	Streblotrichum	2671243
2701311	Juncus effusus	LC	FALSE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Juncaceae	5353	Juncus	2701072
7353729	Arctium lappa	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Arctium	8106066
5354656	Cytisus scoparius	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Cytisus	8089532
2747564	Crocus tommasinianus	NE	TRUE	TRUE	TRUE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Iridaceae	7698	Crocus	2747303
3172049	Veronica officinalis	NE	TRUE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Plantaginaceae	2420	Veronica	3172047
7127810	Cyclamen hederifolium	NE	TRUE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Primulaceae	6674	Cyclamen	3169314
3062975	Mercurialis annua	NE	TRUE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Mercurialis	3062956
5421025	Ludwigia palustris	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Onagraceae	2430	Ludwigia	3189286
3032833	Saxifraga tridactylites	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Saxifragales	7219248	Saxifragaceae	2402	Saxifraga	2987833
2705449	Eragrostis minor	NE	TRUE	TRUE	TRUE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Eragrostis	2705322
12254365	Orthotrichum anomalum	NE	TRUE	FALSE	FALSE	Plantae	6	Bryophyta	35	Bryopsida	327	Orthotrichales	1341	Orthotrichaceae	4668	Orthotrichum	2672620
5280562	Tortula muralis	NE	TRUE	FALSE	FALSE	Plantae	6	Bryophyta	35	Bryopsida	327	Pottiales	621	Pottiaceae	4671	Tortula	9549878
5388602	Jacobaea vulgaris	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Jacobaea	7678064
5281519	Micromitrium tenerum	NE	TRUE	FALSE	FALSE	Plantae	6	Bryophyta	35	Bryopsida	327	Dicranales	1335	Micromitriaceae	10809786	Micromitrium	10435996
5375388	Capsella bursa-pastoris	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Capsella	3047430
3189739	Plantago coronopus	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Plantaginaceae	2420	Plantago	3189695
5281381	Ceratodon purpureus	NE	TRUE	TRUE	FALSE	Plantae	6	Bryophyta	35	Bryopsida	327	Dicranales	1335	Ditrichaceae	8743	Ceratodon	2673445
2925514	Verbena bonariensis	NE	TRUE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Verbenaceae	6689	Verbena	2925470
5410411	Campanula portenschlagiana	NE	TRUE	TRUE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Campanulaceae	8801	Campanula	3161935
3112801	Cirsium vulgare	NE	TRUE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Cirsium	3112554
3190538	Rhus typhina	LC	TRUE	TRUE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Anacardiaceae	2398	Rhus	3190534
2855398	Galanthus elwesii	DD	TRUE	TRUE	TRUE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Amaryllidaceae	7682	Galanthus	2855324
2882835	Vaccinium vitis-idaea	LC	FALSE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ericaceae	2505	Vaccinium	2882813
2685484	Abies alba	LC	TRUE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Pinopsida	194	Pinales	640	Pinaceae	3925	Abies	2684876
8232782	Alleniella complanata	NE	FALSE	TRUE	FALSE	Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Neckeraceae	4665	Alleniella	7472500
5324951	Himantoglossum hircinum	NE	FALSE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Himantoglossum	5324925
2701599	Juncus compressus	LC	FALSE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Juncaceae	5353	Juncus	2701072
5362008	Sedum album	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Saxifragales	7219248	Crassulaceae	2406	Sedum	5361975
2867589	Lemna minor	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Alismatales	551	Araceae	6979	Lemna	2867567
5339050	Sherardia arvensis	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Sherardia	2908790
5384604	Stellaria media	NE	TRUE	TRUE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Caryophyllaceae	2518	Stellaria	3085667
3066367	Euphorbia helioscopia	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Euphorbia	11397237
5270848	Chara virgata	NE	TRUE	FALSE	FALSE	Plantae	6	Charophyta	7819616	Charophyceae	328	Charales	626	Characeae	8782	Chara	2637982
3052436	Arabidopsis thaliana	NE	TRUE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Arabidopsis	3052435
5372952	Salix caprea	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Salicaceae	6664	Salix	3039576
2875818	Carpinus betulus	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Betulaceae	4688	Carpinus	2875770
5275012	Pteridium aquilinum	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Dennstaedtiaceae	6623	Pteridium	5275011
2888342	Hypopitys monotropa	NE	FALSE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ericaceae	2505	Hypopitys	6399062
5376075	Alliaria petiolata	NE	TRUE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Alliaria	3050645
5371685	Caltha palustris	LC	FALSE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Ranunculaceae	2410	Caltha	3033282
8080743	Scilla siberica	NE	TRUE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Asparagaceae	7683	Scilla	9555189
5290194	Corynephorus canescens	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Corynephorus	2706183
5286381	Aneura pinguis	NE	TRUE	FALSE	FALSE	Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Metzgeriales	380	Aneuraceae	6125	Aneura	2689523
NA	NA	NE	TRUE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Polypodiaceae	2368	Polypodium	2650111
5369652	Geum urbanum	NE	TRUE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Geum	3024294
4006551	Hottonia palustris	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Primulaceae	6674	Hottonia	3169298
3033077	Aucuba japonica	NE	TRUE	FALSE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Garryales	628	Garryaceae	8805	Aucuba	9578104
5421111	Littorella uniflora	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Plantaginaceae	2420	Littorella	3189795
3034742	Daucus carota	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Apiales	1351	Apiaceae	6720	Daucus	3034740
2674871	Paraleucobryum longifolium	NE	FALSE	TRUE	FALSE	Plantae	6	Bryophyta	35	Bryopsida	327	Dicranales	1335	Dicranaceae	4635	Paraleucobryum	2674869
2679707	Rhytidiadelphus squarrosus	NE	TRUE	FALSE	FALSE	Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Hylocomiaceae	4652	Rhytidiadelphus	2679706
3082263	Cornus mas	LC	FALSE	TRUE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Cornales	949	Cornaceae	6713	Cornus	3082226
2670176	Blindia acuta	NE	FALSE	TRUE	FALSE	Plantae	6	Bryophyta	35	Bryopsida	327	Grimmiales	1337	Seligeriaceae	4672	Blindia	2670156
3098616	Tripolium pannonicum	NE	FALSE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Tripolium	3098611
3913526	Pilularia globulifera	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Salviniales	7229405	Marsileaceae	2375	Pilularia	2650101
5366922	Potentilla sterilis	NE	TRUE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Potentilla	8079058
6431455	Calamagrostis epigejos	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Calamagrostis	2704858
3170819	Kickxia elatine	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Plantaginaceae	2420	Kickxia	3170816
3172057	Veronica serpyllifolia	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Plantaginaceae	2420	Veronica	3172047
3169707	Vinca minor	NE	FALSE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Apocynaceae	6701	Vinca	3169706
3066386	Euphorbia peplus	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Euphorbia	11397237
3172300	Ligustrum vulgare	NE	FALSE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Oleaceae	6652	Ligustrum	3172289
3039285	Hippophae rhamnoides	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Elaeagnaceae	2408	Hippophae	3039284
3189525	Hypericum androsaemum	NE	FALSE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Hypericaceae	4900406	Hypericum	3189452
4921778	Calliergonella cuspidata	NE	TRUE	FALSE	FALSE	Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Pylaisiaceae	10011601	Calliergonella	5937457
8250334	Metzgeria furcata	NE	TRUE	FALSE	FALSE	Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Metzgeriales	380	Metzgeriaceae	2274	Metzgeria	2689517
12242463	Cryphaea heteromalla	NE	TRUE	FALSE	FALSE	Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Cryphaeaceae	8764	Cryphaea	2678296
5334240	Lonicera japonica	NE	TRUE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Dipsacales	946	Caprifoliaceae	6710	Lonicera	2888645
2688570	Marchantia polymorpha	NE	TRUE	FALSE	FALSE	Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Marchantiaceae	6110	Marchantia	2688569
5646074	Elatine hexandra	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Elatinaceae	6644	Elatine	3189645
5280516	Barbula unguiculata	NE	TRUE	FALSE	FALSE	Plantae	6	Bryophyta	35	Bryopsida	327	Pottiales	621	Pottiaceae	4671	Barbula	2670791
7846682	Syntrichia montana	NE	TRUE	FALSE	FALSE	Plantae	6	Bryophyta	35	Bryopsida	327	Pottiales	621	Pottiaceae	4671	Syntrichia	2671247
3118274	Tanacetum vulgare	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Tanacetum	3118160
2701841	Juncus inflexus	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Juncaceae	5353	Juncus	2701072
5301231	Potamogeton obtusifolius	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Alismatales	551	Potamogetonaceae	6721	Potamogeton	2756560
5377060	Lepidium didymum	NE	TRUE	TRUE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Lepidium	3051713
8366345	Jasione montana	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Campanulaceae	8801	Jasione	3165617
2677117	Rosulabryum capillare	NE	TRUE	FALSE	FALSE	Plantae	6	Bryophyta	35	Bryopsida	327	Bryales	1333	Bryaceae	8736	Rosulabryum	2677114
2687943	Equisetum telmateia	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Equisetales	954	Equisetaceae	3105	Equisetum	2687913
10786206	Rhaphiolepis bibas	NE	TRUE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Rhaphiolepis	3032335
3033363	Ranunculus acris	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Ranunculaceae	2410	Ranunculus	3033294
2888740	Centranthus ruber	NE	TRUE	TRUE	TRUE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Dipsacales	946	Caprifoliaceae	6710	Centranthus	8069836
3003979	Rosa rugosa	NE	TRUE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Rosa	8395064
9485490	Erodium cicutarium	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Geraniales	624	Geraniaceae	4676	Erodium	2891616
3172048	Veronica arvensis	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Plantaginaceae	2420	Veronica	3172047
5394163	Taraxacum officinale	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Taraxacum	7787708
2688189	Selaginella kraussiana	NE	FALSE	TRUE	FALSE	Plantae	6	Tracheophyta	7707728	Lycopodiopsida	245	Selaginellales	420	Selaginellaceae	6724	Selaginella	2688177
5275103	Dryopteris dilatata	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Dryopteridaceae	2373	Dryopteris	2651126
2671373	Tortella inclinata	NE	FALSE	TRUE	FALSE	Plantae	6	Bryophyta	35	Bryopsida	327	Pottiales	621	Pottiaceae	4671	Tortella	8704249
2974786	Vicia sepium	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Vicia	2974751
6096602	Lophocolea semiteres	NE	TRUE	FALSE	TRUE	Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909
5286298	Riccia glauca	NE	TRUE	FALSE	FALSE	Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Ricciaceae	2259	Riccia	2688639
3114649	Carduus crispus	NE	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Carduus	3114511
2867614	Lemna minuta	LC	TRUE	FALSE	FALSE	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Alismatales	551	Araceae	6979	Lemna	2867567
